Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
1268883.3,Staphylococcus aureus 880,,1268883,131567;2;1783272;1239;91061;1385;90964;1279;1280;1268883,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus;Staphylococcus aureus 880,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,880,,,,MLST.Staphylococcus_aureus.8,,,,,,,,,,,,,,,,Good,2014-04-28T00:00:00Z,,,PRJNA183704,SAMN02732485,GCF_000647855.2,,JICL00000000,Washington University,WGS,Illumina,76.3x,Newbler MapAsmResearch v. 10/14/2011,,3,31,2908778,32.56,2,560448,61,10,,2912,100,100,,100,,blood of a 35 year-old male,,,,,Brazil,South America,Brazil: Sao Paulo,,"Human, Homo sapiens",Human,,,,Human,,,,,A reference genome for the Human Microbiome Project.,2016-01-17T15:34:58.381Z,2016-01-17T15:34:58.381Z
1280.11684,Staphylococcus aureus strain USA300-SUR18,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,USA300-SUR18,,,,MLST.Staphylococcus_aureus.8,,,,,,,,,,,,,,,,Good,2017-02-16T00:00:00Z,28106148,,PRJNA312385,SAMN04497612,GCF_002000745.1,,"CP014426,CP014427,CP014428",University Medical Center Groningen,WGS,Illumina,missing,SeqMan NGen v. 12.1.0,,2,3,2950020,32.76,1,2919827,62,9,,2974,100,100,,100,,Nose,,2013-05-21,2013,,Suriname,South America,Suriname: Paramaribo,,"Human, Homo sapiens",Human,,,,Human,,,,collected_by:Sandra Hermelijn,The study characterizes a Staphylococcus aureus outbreak which took place in Paramaribo in the Republic of Suriname.,2017-03-20T08:15:08.041Z,2017-03-20T08:15:08.041Z
1280.13637,Staphylococcus aureus strain IBUN9014YSA,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,IBUN9014YSA,,,,MLST.Staphylococcus_aureus.9,,,,,,,,,,,,,,,,Good,2017-08-14T00:00:00Z,,,PRJNA381316,SAMN06052012,GCA_002250135.1,,NCAE00000000,Universidad Nacional de Colombia,WGS,Illumina MiSeq,81.0x,CLC NGS Cell v. 8.5.1,,,115,2703727,32.68,17,52295,55,2,,2751,100,100,0.6,100,,Nasal swab,,2014-11-20,2014,,Colombia,South America,Colombia,,"Pig, Sus scrofa",Pig,,,,Nonhuman Mammal,,,,collected_by:grupo de biofisica y biologia de membranas,S. aures isolated from a swine farm in Colombia,2017-09-28T20:11:54.420Z,2017-09-28T20:11:54.420Z
1280.13642,Staphylococcus aureus strain UA872,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UA872,,,,MLST.Staphylococcus_aureus.5,,,,,,,,,,,,,,,,Good,2017-08-18T00:00:00Z,28760895,,PRJNA291213,SAMN05721736,GCA_002259985.1,,MIID00000000,University El Bosque,WGS,Illumina MiSeq,70.0x,CLC Genomics Workbench v. 8.5.1,,,467,2839121,32.9,55,13582,43,3,,3028,100,98.5,1.8,100,,Blood,,2013,2013,,Argentina,South America,Argentina: Buenos Aires,,"Human, Homo sapiens",Human,,,Infectious disease,Human,,,,,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2017-09-28T20:42:49.239Z,2017-09-28T20:42:49.239Z
1280.13643,Staphylococcus aureus strain UA796,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UA796,,,,MLST.Staphylococcus_aureus.5,,,,,,,,,,,,,,,,Good,2017-08-18T00:00:00Z,28760895,,PRJNA291213,SAMN05721735,GCA_002259995.1,,MIIE00000000,University El Bosque,WGS,Illumina MiSeq,67.0x,CLC Genomics Workbench v. 8.5.1,,,314,2892044,32.79,34,26492,56,2,,3055,100,99.3,,100,,Blood,,2013,2013,,Argentina,South America,Argentina: Buenos Aires,,"Human, Homo sapiens",Human,,,Infectious disease,Human,,,,,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2017-09-28T20:42:54.006Z,2017-09-28T20:42:54.006Z
1280.13644,Staphylococcus aureus strain UB526,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UB526,,,,MLST.Staphylococcus_aureus.105,,,,,,,,,,,,,,,,Good,2017-08-18T00:00:00Z,28760895,,PRJNA291213,SAMN05721738,GCA_002260005.1,,MIIB00000000,University El Bosque,WGS,Illumina MiSeq,76.4x,CLC Genomics Workbench v. 8.5.1,,,230,2890741,32.78,26,34835,59,2,,2981,100,99.8,,100,,Blood,,2012,2012,,Brazil,South America,Brazil,,"Human, Homo sapiens",Human,,,Infectious disease,Human,,,,,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2017-09-28T20:42:51.317Z,2017-09-28T20:42:51.317Z
1280.13645,Staphylococcus aureus strain UB345,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UB345,,,,MLST.Staphylococcus_aureus.5,,,,,,,,,,,,,,,,Good,2017-08-18T00:00:00Z,28760895,,PRJNA291213,SAMN05721737,GCA_002260015.1,,MIIC00000000,University El Bosque,WGS,Illumina MiSeq,82.0x,CLC Genomics Workbench v. 8.5.1,,,292,2833786,32.75,21,42072,57,3,,2964,100,99.6,0.6,100,,Blood,,2012,2012,,Brazil,South America,Brazil,,"Human, Homo sapiens",Human,,,Infectious disease,Human,,,,,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2017-09-28T20:43:24.475Z,2017-09-28T20:43:24.475Z
1280.13646,Staphylococcus aureus strain UB583,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UB583,,,,MLST.Staphylococcus_aureus.105,,,,,,,,,,,,,,,,Good,2017-08-18T00:00:00Z,28760895,,PRJNA291213,SAMN05721739,GCA_002260065.1,,MIIA00000000,University El Bosque,WGS,Illumina MiSeq,80.3x,CLC Genomics Workbench v. 8.5.1,,,209,2886956,32.79,8,91376,59,5,,3006,100,99.3,1.2,100,,Blood,,2012,2012,,Brazil,South America,Brazil,,"Human, Homo sapiens",Human,,,Infectious disease,Human,,,,,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2017-09-28T20:43:26.943Z,2017-09-28T20:43:26.943Z
1280.13647,Staphylococcus aureus strain UC309,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UC309,,,,MLST.Staphylococcus_aureus.8,,,,,,,,,,,,,,,,Good,2017-08-18T00:00:00Z,28760895,,PRJNA291213,SAMN05721741,GCA_002260075.1,,MIHY00000000,University El Bosque,WGS,Illumina MiSeq,27.5x,CLC Genomics Workbench v. 8.5.1,,,428,2873099,32.65,45,18247,53,3,,3075,100,99,2.9,100,,Blood,,2012,2012,,Colombia,South America,Colombia: Bogota,,"Human, Homo sapiens",Human,,,Infectious disease,Human,,,,,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2017-09-28T20:44:35.293Z,2017-09-28T20:44:35.293Z
1280.13648,Staphylococcus aureus strain UB657,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UB657,,,,MLST.Staphylococcus_aureus.5,,,,,,,,,,,,,,,,Good,2017-08-18T00:00:00Z,28760895,,PRJNA291213,SAMN05721740,GCA_002260085.1,,MIHZ00000000,University El Bosque,WGS,Illumina MiSeq,57.1x,CLC Genomics Workbench v. 8.5.1,,,483,2787761,32.73,56,14906,49,2,,2943,100,98.9,2.4,100,,Blood,,2012,2012,,Brazil,South America,Brazil,,"Human, Homo sapiens",Human,,,Infectious disease,Human,,,,,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2017-09-28T20:44:32.788Z,2017-09-28T20:44:32.788Z
1280.13649,Staphylococcus aureus strain UC312,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UC312,,,,MLST.Staphylococcus_aureus.8,,,,,,,,,,,,,,,,Good,2017-08-18T00:00:00Z,28760895,,PRJNA291213,SAMN05721742,GCA_002260105.1,,MIHX00000000,University El Bosque,WGS,Illumina MiSeq,77.8x,CLC Genomics Workbench v. 8.5.1,,,108,2822968,32.65,8,112421,60,4,,2872,99.9,99.8,0.6,100,,Blood,,2012,2012,,Colombia,South America,Colombia: Bogota,,"Human, Homo sapiens",Human,,,Infectious disease,Human,,,,,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2017-09-28T20:44:47.021Z,2017-09-28T20:44:47.021Z
1280.1365,Staphylococcus aureus strain UC622,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UC622,,,,MLST.Staphylococcus_aureus.8,,,,,,,,,,,,,,,,Good,2017-08-18T00:00:00Z,28760895,,PRJNA291213,SAMN05721743,GCA_002260145.1,,MIHW00000000,University El Bosque,WGS,Illumina MiSeq,60.9x,CLC Genomics Workbench v. 8.5.1,,,132,2833391,32.66,11,78910,59,1,,2912,100,99.7,1.2,100,,Blood,,2012,2012,,Colombia,South America,Colombia: Bogota,,"Human, Homo sapiens",Human,,,Infectious disease,Human,,,,,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2017-09-28T20:45:16.666Z,2017-09-28T20:45:16.666Z
1280.13651,Staphylococcus aureus strain UCL409,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UCL409,,,,MLST.Staphylococcus_aureus.5,,,,,,,,,,,,,,,,Good,2017-08-18T00:00:00Z,28760895,,PRJNA291213,SAMN05721744,GCA_002260165.1,,MIHV00000000,University El Bosque,WGS,Illumina MiSeq,72.7x,CLC Genomics Workbench v. 8.5.1,,,161,2864496,32.71,19,47454,46,3,,2954,100,99.4,0.6,100,,Blood,,2012,2012,,Chile,South America,Chile: Santiago,,"Human, Homo sapiens",Human,,,Infectious disease,Human,,,,,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2017-09-28T20:45:31.438Z,2017-09-28T20:45:31.438Z
1280.13652,Staphylococcus aureus strain UCL720,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UCL720,,,,MLST.Staphylococcus_aureus.5,,,,,,,,,,,,,,,,Good,2017-08-18T00:00:00Z,28760895,,PRJNA291213,SAMN05721745,GCA_002260175.1,,MIHU00000000,University El Bosque,WGS,Illumina MiSeq,127.0x,CLC Genomics Workbench v. 8.5.1,,,177,2900168,32.73,20,43367,58,2,,3003,100,99.6,,100,,Blood,,2014,2014,,Chile,South America,Chile: Santiago,,"Human, Homo sapiens",Human,,,Infectious disease,Human,,,,,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2017-09-28T20:45:40.358Z,2017-09-28T20:45:40.358Z
